Usuario,Seguidores,Seguidos,nroTweets,nroReTweets
AscoopColombia,3241,256,1,0
andresramon19,271,1494,0,1
UNFPAColombia,3528,598,6,2
rodrigopizarrol,150,233,0,2
FabiolaOPerales,972,1365,0,1
AlejandraJacomC,464,2294,0,1
reyfollador10,4,136,0,1
ayt0r,536,302,0,2
braclatade,7,56,0,1
maria1374,108,181,0,1
AmigosTierraEsp,309726,1591,0,1
HuanquiF,36,222,0,1
BMerinoV,1054,1492,0,1
EmpresAbility,10834,8947,2,9
DNP_Colombia,192809,1260,1,3
M_R_NOGUERA,62,71,0,1
AlcaldesMexico,46096,24568,9,0
andresperales89,663,55,0,1
africamarta1,9,48,0,1
JPanamariac,32,163,0,1
Lozenteno,242,1004,0,1
MauligBaloa,2748,969,0,1
El_Oriente,3020,3633,3,0
eva_dss,163,312,0,1
incatema,604,1958,15,0
Badtzz,100,179,0,2
cabrallaura,73,245,0,1
feducaydesarrol,874,5000,0,2
pilar_uripi,282,1398,0,2
FAOEcuador,7257,1137,0,3
FAAEColombia,3404,1539,0,3
jhonrural,131,809,0,1
gonzaloLadoA,1428,589,0,1
Geneve3016,301,4996,0,4
elFuribista,20415,3831,0,1
ivannavald,387,388,0,1
acarrami,1091,417,0,1
SMNARANCOAV,705,423,1,2
pequeandrea,392,2580,0,1
droscarnoguera,684,230,0,1
jannyhurtado,1023,1297,0,1
Myrellamadrid,77,208,0,1
madmacal,68,205,0,2
PanamaUe,198,381,0,1
BayardoConstan1,242,142,0,1
EIcaran,108,239,1,0
HalconesFin,936,1382,0,1
Engelfreites,286,124,0,2
PROITA,5382,1970,0,2
rlpulido,1102,3642,0,1
SEKLab_Jr_CC,87,222,0,1
pactocolombia,10454,2448,2,5
Bernard80877262,19,411,0,1
OIT_AmerCentral,1880,231,0,1
Closefunding,2217,1877,0,1
RodriguezNani,3352,598,0,1
ma_jeanjean,10,97,0,1
ragalindez,1312,1250,0,2
aloraul3,37,351,0,1
rforeroh,1065,613,0,1
MSecc13,128,220,0,1
pedromruiz1,435,445,0,1
El_Glock,391,912,0,1
Fudela_Ecuador,270,163,2,0
EcoenAccionRM,2031,717,0,1
MariaMadirush,36,53,0,1
ArmandoDegiova2,45,13,0,2
Amelialegria,381,652,0,1
ambientosfera,4266,2130,0,1
zavalajosec,28,214,0,1
crispujoltuit,135,440,0,1
tanitamoca,70,326,0,1
CEJUM_GobOax,1879,586,0,2
yaridStoute,8,7,0,1
UNLoficial,1646,109,1,0
luquelalu,2547,1302,0,1
deportes_unizar,1334,387,0,1
ValeGMaduro,4519,1316,0,1
Travindy_ES,1493,1643,0,1
joreyes6,417,1412,0,2
IraR39613594,11,15,0,1
nc_izabal,1362,2949,1,0
CancilleriaEcZ8,2294,2593,0,1
DamayanthiSaga,393,652,0,1
tncomunicacio,442,827,0,1
luisacarcedo,6290,450,0,1
pharmamarket3,1946,940,0,1
Davidqg2,85,891,0,1
marijosidemaya,417,372,0,2
FundlaCaixa,140657,3400,3,3
cristian_lp13,294,358,0,1
comunicacym,288,1157,0,1
anngonmar,149,338,0,4
karilamodelo,70,173,0,2
MarisolLez,26,89,0,1
getHERtalent,369,406,0,1
LJarava,646,857,1,0
carlosmelgargt,299,2055,0,1
GeoPolitikon,3671,369,0,1
aleitagalvez,8,95,0,1
jobal1979,32,214,0,1
AnaEscandell,47,309,0,1
Ops_Paraguay,4361,697,0,1
achm_e,1036,968,0,1
parents4future,10138,9544,0,1
99Farfan,169,789,1,1
antgalan,14844,11634,0,3
JovenesLimaMet,15,12,0,1
OlveraAri,244,1676,0,1
legderp,142,809,0,1
PugaSelva,475,295,0,1
gfiorini091,44,218,0,1
VegaAlphaLyrae4,20,26,0,1
luis_calderont,240,474,1,2
IniciativaPesq1,89,207,2,0
Ufo_Spain,972,262,0,1
castromauri78,266,381,0,1
Margagutierrez5,40,231,0,1
Desiresalvador,357,336,1,0
jero865,107,463,0,2
TecnicoInfantil,2971,2964,10,0
JAL_1966,222,219,0,1
juantoman,2145,4808,0,1
IUPascualBravo,6459,795,3,0
dariofercubano,228,412,0,1
Burgos_Gob,765,472,0,7
juanfco90,228,947,0,3
avalos_morer,4889,2777,0,1
Pitovska,143,395,0,1
gallegodieguez,2459,2014,0,1
JJorespul4,38,290,0,1
VNUColombia,461,356,5,0
ARparedes13,153,43,0,2
mjrubia,3793,2225,0,1
Troposfera,8837,5527,3,8
banconalpa,4056,303,2,0
jack_o24,652,1307,0,3
OSagastibelza,136,430,0,1
IsabelDK8,2576,852,0,1
mfsturla,252,2870,0,2
maitemita,33,104,0,1
JosuEtxebarria1,672,421,1,1
bipp_hub,121,192,0,1
lolaranera,3017,1381,0,1
labuyisenbici,726,632,0,3
RSenlaJusticia,243,230,1,4
xemagil,2145,1866,1,1
samgomezh,1198,3074,0,4
gustavops2706,107,168,0,2
EcuadorEnONU,1622,1532,0,1
jpinod02,289,329,0,5
AAECAD,3281,1873,1,0
coitimur,1372,764,0,1
cmartinb76,638,774,0,1
BECREA_Almeria,741,713,0,1
Norbertou25,120,1678,0,1
Mariu41Maria,211,1501,0,2
equiparescol,335,108,1,0
IvanParro1,80,129,0,1
neuscm3,161,513,0,1
EncarniMMSS,4476,4990,0,1
negrita73bn,834,581,0,1
Lawoficial,26,9,0,1
alfonsomarquezf,1186,2047,0,1
EnriqueArmestoF,1012,1607,0,1
GiuseppeGuerin1,6203,4506,0,1
lotodorado1,101,221,0,1
marutipapaleo,768,513,0,1
MichVane28,118,230,0,1
maaflo_98,169,195,0,1
gpalacios,2395,2216,0,2
RBissio,881,723,1,1
FJAJ1967,82,183,0,1
reinarangelv,548,930,0,3
ColoresRincon,78,221,1,1
VictorAmin30,645,1381,0,4
ramongseco,129,389,0,1
RSExuntagalicia,3038,1072,2,0
sandraescorcia,1684,186,0,1
cessdeliro,7,68,0,1
Dircom_CEOE,2251,911,1,0
ECOTERRAE,262,585,1,0
AmpaSabina,6,4,0,1
Flor_reynoso95,115,133,0,2
INNEDU_es,2058,2730,0,5
KarithO8,405,700,0,1
MilenaLeivi,334,443,0,1
CAPTASAC1,106,148,0,1
fundacionesplai,2900,841,0,1
orkax,188,265,0,1
Cucu_28,716,1059,0,1
vipckyArg,208,180,0,1
ProgramaNIS,1472,2701,0,4
JuanCaMunozA,8942,405,0,3
Peekaboo_e,58,221,0,5
zamconsultor,474,526,1,1
DamarisZambra_,220,79,0,1
EstefaniaRodero,1755,2248,0,1
DarioSan1806,3,28,0,1
moncaral,23,26,0,1
COIIAlava,1786,121,0,1
agdagira,2101,2602,2,2
APTE_es,4359,1768,1,0
ganarg2003,62,275,0,1
volk2312,189,399,0,1
carlosdohe,71,100,0,2
ErikVergel,1045,2486,0,7
teresalape,59,92,0,1
redmatriz,5931,1799,0,1
AFAMMERGRANADA,78,92,0,2
Ormet_Tolima,64,332,0,1
AndreCDh,168,635,0,2
Mides_RRII,2149,1089,0,1
zrekakoetxea,294,279,0,1
tatanGeorge,1584,2948,0,1
educacionFB,1595,589,0,1
RamonBaezaS,331,397,0,1
Carol_Xim,296,1096,0,1
rsforcen,48,210,0,1
RES2masU,194,135,0,1
CpriveraMarin,100,198,0,1
G_E_R_E,30,31,0,1
BCorpSpain,3760,2011,2,0
dsolano52,872,4999,0,1
jagg66,836,2077,0,5
marianafm23,264,946,0,1
noemifdc,12173,556,0,1
EGM34,32,219,0,2
comuna1uno,1029,1997,0,1
_mvicente_,156,405,0,1
PacapAragon,1041,329,0,2
PaquiGodinoRoca,321,412,0,1
ilazaro,107617,40124,0,1
OteoFearless,258,976,0,1
carloshgadsden,220,67,0,1
paulatraver,3408,1081,0,1
LFelipeCabrera,385,287,0,1
suenodepaz,171,418,0,1
MaritaAva,620,1156,0,2
CruzRojaCordoba,4441,484,4,1
VNUBolivia,428,361,1,0
APanequeMalaga,106,285,0,1
MolinitaPau,2156,1782,0,1
Hugocastellano5,1599,2235,0,1
Johndlo,104,405,0,1
bnerbello,106,226,0,1
PradoFeijoo,26,99,0,1
viveciencia,2664,1439,0,3
LoyolaResearch,309,251,1,0
LiubkaB,84,271,0,1
EmilioSempris,6993,3816,1,0
wilfripazmi8,49,83,0,1
LoretoIsa,455,1099,0,1
COTSvalencia,1729,202,0,1
colovelezsb,2210,2270,0,1
Repsol,43957,57,1,0
SEDESOH_GobOax,10955,360,8,7
Koalandia,465,3388,0,1
AgroSENA2019,412,1134,0,1
HasbunAlex,263,86,2,0
investinmendoza,200,405,0,1
Migueldiezsanjo,445,755,0,16
NMserinamar,22,44,0,1
LuiSt593,51,129,1,0
unidadvenezuela,1218106,1092,0,1
salasacawarmi,699,639,0,1
PROVIVE,2374,1243,1,0
AstraZenecaES,5023,2124,0,1
jenaali11,102,103,0,1
inderhernan,251,1128,0,1
pavlvstc,2047,323,0,1
ItoplasEng,180,208,0,1
CamareroConchi,522,223,0,1
H_avilescarahue,569,3039,0,1
ouad_unizar,535,980,3,2
ecologistaszgz,1646,680,5,0
BraverJessica,250,126,0,2
Montijano,7886,1703,0,27
DiputadosMPN,3514,1520,0,1
munichmariuxitv,1431,2650,0,1
bithumano,3219,343,1,0
EAPNes,12487,2204,1,2
isandaluz2,500,697,0,1
MariaLuisa_MX,196,100,1,0
FASOCIDE,1655,739,1,2
TransitsCxV,661,568,0,1
victoriabgn,33,275,1,2
martinezgjs,234,350,0,1
Horacio59975736,112,100,0,1
MariantAlk,91,166,0,1
redagricfamMx,2193,351,0,1
SOIELARA1962,117,322,0,3
ViceRDo,136722,911,2,0
lopezgongora2,412,918,0,1
MedioSurVe,1093,715,0,1
intheMOVEes,819,966,10,3
MaCriSal5936,194,64,0,1
AnabellaBarroso,1036,683,1,0
ConectaCultura_,4009,4942,0,2
e_health_,3078,952,0,1
senadoba,129,383,1,0
vilmamugno014,156,170,0,1
DiegoMtGu,56,82,0,1
glo_ri_sa_,286,1996,0,1
ies_luisvives,366,133,0,2
ActivH2O,32,66,1,0
jennylgila,556,1565,0,1
gutierrezg_ant,2088,2007,1,0
EBienComun,6805,991,1,0
gipe1624,294,255,0,1
ICarmonaP,97,140,3,2
rafafita_festes,1246,3148,0,1
KarlosKalderonK,1441,4668,0,3
scoutsmsc,9049,1046,1,0
chidambara09,4619,13,0,3
monicapedrlan,682,1582,0,1
CETAQUA,4069,681,1,0
LauFernandezGar,1222,1051,0,1
PasSocialMad,1468,1406,0,1
gitanos_org,14108,3262,2,2
fcctp_usmp,9740,549,2,0
DraCamachoSosa,2524,3189,0,1
CircularCrop,406,2006,0,1
EMILIOMARINROIG,2531,769,0,1
covalcon,1370,5000,2,0
magpano,3192,2131,0,2
Angelssoriano74,5188,4324,6,3
samimari75,156,418,0,1
BagalueSunab,2101,3092,2,2
MariaMercromina,17879,1158,0,1
julioandrade_ru,7832,7838,1,4
MarvinCastilloB,916,951,1,1
ByMDSGrupo,35,262,0,1
ACCIONA_CL,1714,244,5,1
AngieNavarroMX,4175,2437,1,0
Fundmashumano,1914,1246,0,1
ana_lorenzo,5589,2463,0,1
saludmentalcyl,4520,1059,1,0
SrDrProfPepino,20,97,0,1
EquoVerdes_AdR,26,151,0,1
AFEColombia,3950,1440,2,1
crmel6,5,102,0,1
hectorSTirado,48,343,1,0
BerdealTeresa,3,12,0,1
molcru,9689,7000,0,1
AITERM,324,356,1,1
Niladrones,710,266,0,1
RRHHpress,23115,80,1,0
AlexiiaMar,603,593,0,1
piataracena,768,1346,0,1
QuelSD,135,380,0,1
mjgalvezcardona,1365,990,0,1
JoseEnriqueRom,338,2212,0,1
GRANPACO,568,952,0,1
CAZADORDELEYES,3302,4992,0,1
FondoinOficial,5376,3045,0,1
Galpagro,2598,951,1,0
CA_MX,1771,1088,0,1
DesdeLaCorolla,174,229,5,0
Daniela_FOL,2068,1025,0,1
IgualdadyRSU_UC,426,938,0,1
conpymeSpain,2561,3866,0,1
hechugcasta,300,1434,0,1
Ivan_MoralesSV,495,264,0,1
romipeon,92,134,0,1
cgcgom973,27,21,0,1
Liberta40523724,12,17,0,1
ConsuladoEspSF,1636,83,2,0
JRamosConsultor,3754,2885,2,0
Statick_ds,1766,519,0,1
AnaJGlez,155,187,0,1
michaelrod3107,18,225,0,1
m_salinas1,28,62,0,1
JoelOro11950353,4,112,0,1
EDakoa,53,86,0,1
contxi42,67,92,0,1
CITNOVA,5334,2961,0,1
malmestar,123,675,0,1
on_alergias,1730,1057,0,1
PensandoenRSC,1142,454,0,2
MikeldePablo,392,234,0,1
Ajimenezpiernas,75,83,1,0
germangranda,5717,692,1,12
chechoaristi,1348,986,0,1
Taniaenred,206,180,1,0
julisanzmamolar,3952,3861,1,0
ADNAgroFood,3451,499,0,1
cronicadeoaxaca,12123,2900,0,1
abeloqui,569,1818,0,3
empleogob,138134,953,0,1
Egalvanlt,778,167,0,2
R_Malmierca,9227,108,1,0
fuertehoteles,7691,848,2,0
JoJtik,44,102,0,1
LeeconM,6,57,0,1
karinaddvv,39,222,0,2
ConetsC,14,28,0,1
fallodesistema,6881,648,0,2
RafaelAlbaEd,229,225,0,1
Enrique4_Barron,112,274,0,1
AJMALAGON2,54,294,0,5
EnAssociation,67,731,0,1
Aribel007,383,624,1,0
MarthaTamez19,3,18,0,1
OEICostaRica,605,75,0,1
MaraJosRamrez13,254,338,0,2
MCorajeONGD,1360,1087,2,0
michelguerra88,32,167,0,1
RosaDel51373955,16,45,0,1
ArmelaDi,991,417,0,1
TestingChoucair,1456,705,2,0
inspireAPS,569,1396,1,0
masfeminista,55,248,0,1
CsarMarcos,4315,2300,1,0
cinthyabaratau,1272,1156,0,1
SoledadVelez13,63,17,0,2
NSG148,22,42,0,6
ResonnanceEs,486,564,0,1
LupitaBailon,1260,904,0,1
Diego_Argumero,107,243,0,1
luis_mesadel,642,493,0,1
OIT_ES,3761,689,0,1
SisaMarcela,839,332,0,1
Ineco_es,2197,499,0,1
GtcPat,127,251,0,1
unsembrador,412,969,1,0
psimoneasp,2292,1153,0,1
UTU_Uruguay,11732,650,0,4
clauproa,53,250,0,1
RojoCinthya,1,5,0,1
ernestovelasco,1053,2946,0,1
healthdevice,5883,3190,0,1
Prodiversa,1161,805,0,1
AlonsoHuerta,1621,1818,0,1
emilio_meza,2344,5000,0,1
GaliciaSostible,743,197,3,0
ana_elizabethc1,92,314,0,1
PCIUCV,2627,513,1,0
RedCiudadanaZH,76,178,0,1
David_Vargas_Mo,784,516,0,3
MovUrbanaNqn,261,143,0,1
melelxojobal,1946,592,0,1
AsunLopez_,338,628,0,1
RocioPardoOrtiz,670,695,0,1
perezamora,762,893,0,1
MariaTamez17,14,7,0,1
corbera13,306,1311,0,1
AEDOM_IAML,546,426,0,1
SusanaCdv,1251,1379,0,1
FRS_Anahuac,268,91,1,0
pgvilladelm,76,483,0,1
danieloviedoh,822,603,0,1
ICL_Foundation,397,1074,3,0
erenciaj,99,247,0,1
YulianaOramas,2397,4964,0,1
AlcantaraIker,512,530,1,0
Juanvascnz666,58,266,0,1
ecovamos,8464,1023,0,4
lis3010,856,1552,0,1
JoseLuisCasasM8,1,1,2,0
MirandaGabbie,710,699,0,1
diazynoches,178,128,0,1
iroser_RSE,7286,7887,2,8
estebandemanuel,4449,3564,1,0
lina_tami,499,788,0,1
Claurope1,33,284,0,1
Nayeli_093,3,68,0,1
BBVAProvincial,429692,11,0,1
JJColinaMunoz,43,126,0,2
RSodgea,56,290,0,1
Packnet_,2071,989,0,2
14marcelagomez,338,740,0,1
federicoosorio7,512,407,0,2
Jesik_Tapia,241,1769,0,1
EmbEspAbuja,2181,519,0,1
FundacionCEU,6219,710,0,1
Synertrade_Es,140,188,0,1
FET_Oviedo,1266,139,0,1
UNDPabs,305,181,2,0
BBVAempleo,7238,576,0,1
pulga_0907,96,513,1,0
FranciscoVegaOk,29,50,0,1
rmcamposvazquez,5375,648,0,1
victormexeguer,889,526,4,7
mariomusan,870,931,0,1
CGCEES,4939,200,0,1
Nuriarivi,650,500,1,0
lsallaberry,3483,2410,0,2
omaralpuche,3829,369,0,2
Agenda2030Esp,12057,659,14,18
Frank_Ctes,63,56,0,1
AECID_es,47143,2904,1,3
ale_sepulvedap,2750,1052,1,0
YorkysMiclin,90,617,0,1
9gHKvWFpgnMD8HY,120,192,0,1
atcm_m,13,7,0,1
FabioKmilo,504,649,0,1
OnuHabitatCol,5207,362,1,1
diegogomabogado,3856,3266,0,2
vervatercont,10,51,0,1
HoliCristina,102,90,0,5
IsidroFdez,145,320,0,1
BID_Idear,100003,974,1,0
ecocanjes_cl,29,9,1,0
atraccionweb,1724,1724,1,0
EmbaMexMar1,3269,519,0,1
MSDEspana,2195,268,1,0
VerokitaRamos,11,37,0,1
manuelo_ms,54,257,0,2
Silvia_Vides,97,381,0,1
BesodeVino,727,449,0,1
jesusangel25,257,232,0,1
ameerhatem7,87,196,0,1
chiribiquete,196,2872,0,2
Geografia_UZ,738,124,0,2
ceci_salinas,291,676,0,1
PaulaManquemil2,127,748,0,1
cpsimon59,226,157,0,1
cmartalazo,2186,849,0,1
Beatriz_Ovejer,132,241,1,3
JFernandoCedeno,119,193,0,1
cademalaga,3351,3456,0,1
nachoenfuga,298,282,0,1
WilliamCrTaz,40,55,0,1
kalydoscopio,375,1323,0,1
juanluiscruz_,1690,1378,1,0
belem_santos,370,341,0,1
ClimaxNTN24,6092,5248,0,5
faviolajimenezr,1090,1088,0,3
AMSACSONORA,374,85,0,1
mjpessano,859,3455,0,2
MdMAndalucia,871,570,1,1
jovenesingSCI,296,333,0,4
Acevalmx,1531,328,0,1
culturaymecena1,841,618,0,1
ProyectoSeda,96,97,2,0
Peio_Gonzalez,386,315,0,2
mercaderd,326,614,0,1
dhoflorez,886,2265,1,0
carlosc_mx,269,475,0,1
Chagas_Disease,1229,2502,2,0
_CaRoL_LF,802,1702,0,5
POSTORY_UAM,180,2331,0,1
asungomezperez,1139,166,0,1
nesiforum,4637,3317,2,5
osucu33,111,251,1,0
vinuales81,7675,5500,1,4
AdivinadorSv,611,201,0,3
jakelineflores8,24,79,0,1
RobledaRaquel,889,1537,0,1
r_copete,1711,498,0,1
gerardoarroyo,284,249,0,1
JorgeValdesJim1,152,424,0,2
star__gz,890,220,1,5
alfredobateman,2875,801,0,2
redespanola,11675,5351,4,2
GeorginaCL1,46,101,0,1
MaluRam09,152,193,0,1
Jaredperezsier2,3,12,1,3
Carlos_Ariza_Co,315,641,0,1
MicaCavallo92,1554,1653,0,2
CGLores,2928,4133,0,1
dr_trauma1,2886,1952,0,1
CastroVerrier,2447,5001,0,3
DefensoriaRioIV,852,167,0,1
patricistranger,52,133,1,1
AltunaSaga,269,352,0,1
Ignacio_Uria,1516,871,0,1
Visualfy,1399,1053,0,2
ceres_ecuador,3123,686,0,1
asociacionruvid,2450,770,1,0
felvir4,91,284,0,1
JaviGarciaJG,314,731,0,1
BEembassyBogota,3688,735,0,1
Luci_M_M,95,854,0,1
TheWalrusExper1,7,23,0,1
IreSchiavon,1527,842,0,2
poligrow,349,455,1,0
mtmaricruz,125,219,0,1
cardanrob,109,121,0,1
juanprojasd,75,284,0,1
morrodeagua,262,177,0,1
HolySee_FAO,1229,403,1,0
sergiodpiqueras,225,151,0,2
madori36,17,98,0,1
CrescendoPty,1408,529,0,1
soniaruizmas,938,1755,3,1
ATenembaun,333,301,1,0
verdesdigitales,985,594,2,0
rafaelfroldan,2608,1283,0,1
TM_Kres,60,161,0,1
Barcava83,352,212,0,1
AlbaNia87081256,37,425,0,1
JessicaVargasC,406,746,0,1
yeyesita89,1008,892,0,1
bolivarwc,34,253,0,1
TasArquitectur1,90,130,0,1
EspOrellana,1441,271,1,0
Spertoria,230,632,0,1
RosaAlvares16,8,27,1,1
mrdemarcos,24,104,0,1
JMCNTS,212,2751,0,1
cpbiblio,35,41,0,7
UNjobs,107816,8947,0,1
FCollMorales,501,788,1,0
carsolpag,3884,1632,0,1
psoebetxi,1511,2135,0,1
flacko_norber,292,642,0,1
clauhg,103,132,0,1
astoraudio,636,3161,0,1
arislipak,1794,1723,0,1
fundacionyuste,1996,1203,1,1
MarinaSanchezL_,9381,7569,0,7
juanjonerv,565,702,0,1
martareina,317,291,2,0
blaveda,77,147,0,2
Isabelmbs,1516,3028,0,1
RUTAsieteULPGC,2464,487,1,0
peterhenry9,7901,6821,0,2
Edumolina2000,26,140,0,1
josecruzurbieta,105,333,0,1
egarciavillegas,108,390,0,1
carga_viral,1537,327,0,1
Dani__Lozano_,63,300,0,1
LuAlvarez1,256,177,0,1
evma_7,24,88,0,1
legnaodracir,383,1743,0,1
expoquimia,3624,677,0,1
grupoicabcn,838,881,0,1
VLopezSabater,325,1037,0,1
mar_chid,15,106,0,1
rsa_colombia,156,78,0,1
Gerardo44557180,4,192,0,1
infoREEDES,1354,340,2,0
Eco_503,1234,199,1,0
Mudanzaslaseda,1159,84,2,2
ZulmaCCS,1475,727,3,1
CEmprendeRadio,1091,1182,0,1
bibliomarchena,1483,264,0,1
Calfuman1,699,823,0,6
SusanaJose,201,648,1,0
Katerinesuper,3573,1388,0,3
miguelperezsubi,651,167,0,1
hcabanas,1082,1427,0,1
pauinthecloud,1018,912,0,1
LloninAbogados,254,490,0,1
maferito76,176,111,0,3
paraguayabierto,6335,1239,0,1
EduTraid,97,142,0,2
JoseAnt89876525,7,5,0,1
casaest_unizar,3008,1598,0,1
joselo_isla,63,117,0,3
analimaf,7904,6681,0,3
macamicuellar,174,548,0,1
EdChatEU,7800,4024,0,3
radioheadgirl,1585,2065,0,1
SaresAragon,1128,534,0,3
earaujop,496,1034,0,1
susana38072082,3,56,0,1
tomasdadic,212,660,0,1
DeifanRozo25,57,142,1,1
GTOEurope,614,1112,1,0
MaryCarmenlp,534,2628,0,1
muhimu_es,11493,39,0,1
ALICIAJUDITH17,3,7,0,1
Lidia02998594,13,290,0,1
MarAdentroAC,1720,687,1,0
NelidaOlvera,25,176,0,2
FundacionFABRE,281,328,1,0
comunicamazonia,770,469,0,1
amparo_bertolo,263,605,1,1
Beatriz99602585,210,928,0,1
Edulawyer,3623,986,0,1
uclg_org,27538,4133,2,0
efbcecabank,124,220,2,1
alsoBici,38,96,0,1
eComercioAgr,4229,2425,3,0
jubilata67,53,402,0,1
JR1SeccionBsAs,349,235,0,1
Puglisi_AF,48,80,0,4
marcosozuna_,890,922,0,1
Uniandes,113136,87,0,5
fed_ci,248,541,0,1
robertreyesvera,46,378,0,4
mapaulinagg,73,515,0,1
MontseBonita,1110,3447,0,1
ferrandovitales,1486,188,0,2
marianamontblan,40,160,0,1
Lailab78,78,344,0,1
EnlacesXSustent,264,2069,3,2
JFCoronado06,2429,3906,0,1
angie_ea17,253,1083,0,1
climate_reality,2152,1412,0,8
JulioCarlavilla,232,235,0,3
Tarikelsabio,1425,3418,0,1
TierraGrataCol,259,484,1,0
Nieves77691991,8,11,1,1
LPelaya,41,47,0,1
PopCornPaloma,229,469,0,1
VictorHugo1992_,543,28,0,1
vronbenoit,167,440,0,1
lanuestrafacil,902,2034,0,1
AEPD_es,14617,326,1,0
chuy_pilot,54,680,0,2
mcbozal,5017,4593,0,1
ZEGAPOLIS,650,680,0,1
serfebre,51,408,0,1
Eder_Avila_B,228,419,0,1
JCPaez71,844,1564,0,1
Infolagun,1866,1387,0,1
juliaplozano,21201,526,1,0
Jose_LunaH,1513,1566,0,1
solarpack,741,428,0,1
RManriquePSUV,606,1090,0,1
Rafael80297517,5,10,0,1
mercedesviola,2800,849,0,1
arisemx,74,175,2,0
MedialabPrado,57639,519,1,1
MayrenJuana,119,427,0,1
OITArgentina,3135,818,1,0
angie_mania,26,1004,0,1
AlraheemHatem,161,417,0,1
perguimaky,2414,1922,3,5
Cook_Ricardo,1589,2350,0,1
LArzamendi,102,351,0,1
hpirzkall,84,205,0,1
JuanVarelaM,763,928,0,1
PalomaEscudero8,83,220,0,1
enzoplacco,523,586,2,0
rvilasanjuan,1418,252,0,1
Tambopaxi,143,403,0,1
IdeasImprscndbl,420,126,1,2
asivnzlalgbti,246,201,0,2
Ecocampus_UC,585,469,2,0
rogeliofreyes,263,308,0,1
FSanCebrian,792,395,2,0
carolinapenat,171,230,0,1
esteban_campero,15077,7205,0,4
Asoc_El_Duende,879,652,0,2
delriojantonio,2456,412,0,3
ghost05,493,2235,0,1
olbapgg,761,345,1,0
EmyColomboPOLI,117,34,0,1
AECIDPARAGUAY,976,121,0,1
Educo_ONG,27837,5274,1,0
InfoKoan,158,246,0,1
accesa83,22,380,0,1
gemhsm,839,290,0,2
plaza_atlapex,49,149,0,1
yeymimunoz,7879,439,0,1
AnaGascon2016,1566,567,2,0
bacofis,1104,889,0,2
polylla,6288,2410,0,2
Mariotari212,515,512,0,1
anthuaneefranco,89,108,0,1
sonafpro,2692,3090,0,1
QuienEsQuienOA,1268,121,1,0
fundacionmelior,1238,629,5,3
garcia_F_,625,865,0,1
rubenricano,5545,3776,0,1
SecLeg_HCSPBA,159,195,0,1
Lizbeth39110347,1,13,0,1
fortalecersemdp,48,29,1,0
GulliverChile,1359,498,1,0
PaolaZepeda17,477,670,0,1
LadyMaryel,5,74,0,1
FAO_Colombia,13454,938,3,2
FUNWORK_BC,154,264,1,0
anacris_malo,273,389,0,1
DAW_Almansa,95,79,0,1
mgomicia,1216,1388,0,1
asoc_a,88,136,1,0
Barbieroja,22339,3171,0,1
gramontani,354,513,61,0
_malvareza,286,522,0,1
estsanchezt,1752,1502,0,1
DalmaliaGN,61,434,0,1
REPracticum,285,41,0,1
JonathanJimen33,89,341,0,1
ok_ggomez,506,1458,0,1
PaisCircular,2087,2774,0,2
antobiblio,3,12,0,1
ZDinamica,2402,410,0,1
GralR23,37,119,0,1
ONGDAR,6594,2316,0,1
MonicaGrayley,634,392,0,1
AlbaSRosa,300,587,0,1
RG_GarciaR,26,36,0,1
NachoRomeroGer,295,652,0,1
FSCMEXICO,185,69,4,0
MonicaSalvadorT,657,2082,0,1
IPFisica,268,215,0,1
DrDCWahl,5182,5096,0,4
coitta_aagit,2302,1392,0,1
egtestal,197,268,0,1
MCarinaSotoA,4241,2003,0,1
JuntaEx_Europa,893,252,0,1
PacoAlamillo,51,159,0,3
NOIMAStrategies,246,669,0,1
TUL_01,3503,4999,0,1
TrinityCollege1,1124,60,0,1
ideaspaz,30097,1140,0,4
RevistaEkos,37193,1110,2,1
blancanavidad24,44,114,0,1
cesartellortiz,281,1668,0,1
aolivaresh,207,638,0,1
adolfo_eslava,495,562,0,1
PlataformaALTO,78548,19890,0,1
fernanreal2662,1124,5001,0,2
ambientologos,7598,546,1,0
CREACIONESFAM,27,114,0,1
SITReSU,37,277,0,1
ILCLatinAmerica,1962,1540,2,1
QroComunidad,3628,3400,0,1
diana_msc,515,553,0,3
RozoArango,5,36,0,1
sonricora,15,188,0,1
CoordiONGD,33044,1305,1,5
Kinller,743,2045,1,0
raulolivan,8342,3039,0,5
silviasaez1,57,133,0,1
rubenzavi,771,560,0,1
Juan_R_Avila,306,830,0,1
Beamoree,990,1069,0,1
TomPe14,182,382,0,1
alexserrano2009,9,12,0,1
scantala,835,1953,0,4
Ccupitre,680,1988,0,2
com1980,513,627,0,1
dmdelrio,46,38,0,1
crislopeznavas,133,314,0,2
anaallona,1178,3422,0,1
cperezpola,417,879,0,2
ApoloCastaneda,55,43,0,2
tonocp,65,171,0,1
_anaverona,126,10,0,1
Spainsif,2519,1136,5,3
gacetadcooperar,1010,1299,0,1
AlvaroJimenezMi,1760,1842,0,1
puyito77,192,399,0,1
CGEspAmsterdam,1331,102,0,2
Alejandro_9306,110,190,1,0
AAcortesguerra,51,254,0,1
MartinBazurco,134,75,0,1
ReneRojas,6283,1436,0,1
agomezaa,500,811,0,1
arturovallejo5,365,633,0,1
Capitancook,4573,1982,2,0
MateuSanch,124,260,0,1
MplazaYel,1188,3175,0,1
